-10.005935,7.440475,1.000000
-9.229825,3.447535,1.000000
-10.290764,6.428422,1.000000
9.367893,6.682957,1.000000
-3.090695,7.367662,1.000000
7.452752,2.034449,1.000000
-6.942538,3.871232,1.000000
-7.266312,8.278456,1.000000
-9.693859,2.975444,1.000000
-5.424825,10.689044,1.000000
9.781713,7.297430,1.000000
7.922247,9.301103,1.000000
-8.751314,3.778712,1.000000
2.636117,10.360914,1.000000
-1.784634,10.022539,1.000000
10.728554,4.068991,1.000000
11.710972,2.685169,1.000000
-3.485443,8.180613,1.000000
-8.735303,6.637890,1.000000
-7.805215,5.292942,1.000000
-8.513430,8.627513,1.000000
-5.489206,5.666256,1.000000
-11.606922,2.850918,1.000000
0.020232,10.260715,1.000000
1.489319,8.114717,1.000000
6.615121,5.783510,1.000000
6.103120,6.693206,1.000000
-2.483897,10.807037,1.000000
3.037339,9.205575,1.000000
7.421091,3.113489,1.000000
-5.973273,8.720636,1.000000
8.898308,0.413434,1.000000
-6.924452,3.041613,1.000000
-0.371916,10.001113,1.000000
-12.179497,2.803216,1.000000
-5.075653,5.700562,1.000000
-3.652607,8.000935,1.000000
5.350983,9.011082,1.000000
3.825878,7.386538,1.000000
-4.159950,8.863455,1.000000
-6.662938,5.847004,1.000000
4.865115,8.850570,1.000000
-11.038256,5.847666,1.000000
-7.081844,5.824368,1.000000
12.028444,2.788047,1.000000
-5.687616,7.100185,1.000000
6.544878,10.557596,1.000000
3.042003,7.529193,1.000000
-8.500230,4.299778,1.000000
-8.124064,5.075946,1.000000
-6.591586,9.215281,1.000000
-9.223596,0.869508,1.000000
-1.028967,8.366809,1.000000
-4.231322,10.996023,1.000000
-9.034963,6.091414,1.000000
-6.528196,9.982792,1.000000
7.555993,8.559228,1.000000
5.715547,9.518371,1.000000
3.465127,10.272435,1.000000
-6.396558,5.652799,1.000000
7.380210,4.889042,1.000000
0.765298,7.926381,1.000000
3.205537,11.860006,1.000000
3.552694,7.333669,1.000000
-9.071248,3.542937,1.000000
9.104629,3.285498,1.000000
2.633338,10.680790,1.000000
8.370356,2.347596,1.000000
-1.877440,7.261548,1.000000
8.299179,7.959833,1.000000
11.198813,1.303900,1.000000
11.021973,0.994517,1.000000
-3.327747,8.942790,1.000000
6.354265,9.252276,1.000000
2.035284,10.438994,1.000000
8.736544,4.565026,1.000000
7.354730,7.061153,1.000000
10.937640,1.308723,1.000000
-5.957808,8.672147,1.000000
-8.467724,2.520650,1.000000
-9.057816,7.586389,1.000000
3.627434,11.633561,1.000000
3.010709,11.331190,1.000000
3.938433,7.082508,1.000000
-12.236313,2.513944,1.000000
